TimeStamp,"Symbol","Price","Change from the Close","Change from the Close","Volume Today","Volume Today","Relative Volume","Position in Range"
2026-04-20 18:16:14,"ENVB","3.48","1.66","91.208791","158289587","12499.958","503.43358","-0.7751938"
2026-04-20 18:16:14,"ARTL","4.44","0","0","32786737","7272.5923","37.628294","-3.4574927"
2026-04-20 18:16:14,"CMND","1.01","0.2904","40.355753","224291592","5956.1109","780.50845","-8.5106383"
2026-04-20 18:16:14,"BIYA","1.35","0.375","38.461538","10449608","4417.4303","41.176827","289.47368"
2026-04-20 18:16:14,"SST","2.72","0.57","26.511628","11275691","1891.6755","17.022583","26.666667"
2026-04-20 18:16:14,"JTAI","6.99","-0.29","-3.9835165","5093293","496.32122","22.846641","9.2741935"
2026-04-20 18:16:14,"SMJF","3.12","-0.38","-10.857143","3252262","495.56843","5.1300259","5"
2026-04-20 18:16:14,"PBM","11.4","3.8","50","41900714","401.03208","71.457928","5.7633957"
2026-04-20 18:16:14,"RETO","1.41","0.33","30.555556","4430549","166.50578","24.04927","70.909091"
2026-04-20 18:16:14,"TURB","1.8252","0.2052","12.666667","2014294","111.715","0.4387942","53.25"
2026-04-20 18:16:14,"GLND","5.11","-0.99","-16.229508","1082562","96.503089","0.67734336","-0.011237218"
2026-04-20 18:16:14,"MRLN","13.35","-0.23","-1.6936672","1734559","94.945274","1.7387825","79.087452"
2026-04-20 18:16:14,"BATL","3.3913","0.3313","10.826797","7136177","66.049856","0.71551431","67.148148"
2026-04-20 18:16:14,"MNTS","6.41","-1.09","-14.533333","2725608","47.751862","1.8860982","18.461538"
2026-04-20 18:16:14,"LRHC","2.8501","0.1991","7.5103734","540252","36.868487","3.0651552","28.320755"
2026-04-20 18:16:14,"IPW","1.03","-0.12","-10.434783","1202151","30.756153","5.739643","10"
2026-04-20 18:16:14,"HUBC","5.97","-1.4493501","-19.534732","728079","26.807161","1.4372439","47.179487"
2026-04-20 18:16:14,"EFOI","5.29","-1.2","-18.489985","3888973","23.256529","12.327162","40.522876"
2026-04-20 18:16:14,"HCAI","6.84","2.1","44.303797","393063","21.979406","6.3734434","190.2439"
2026-04-20 18:16:14,"WSHP","12.25","-3.62","-22.810334","907030","20.94521","3.7792759","22.943492"
2026-04-20 18:16:14,"BIRD","11.03","0.23","2.1296296","6702936","19.731396","4.2801819","14.055192"
2026-04-20 18:16:14,"SKYQ","9.1","1.09","13.60799","2969247","14.76637","0.63094988","29.007634"
2026-04-20 18:16:14,"RMSG","2.96","0.25","9.2250923","8443883","14.601923","2.223679","35.686275"
2026-04-20 18:16:14,"MYSE","3.51","-0.3","-7.8740157","3146064","11.159411","4.3433286","56.410256"
2026-04-20 18:16:14,"ONFO","1.28","0.03","2.4","3024041","10.514839","3.8254159","54.533061"
2026-04-20 18:16:14,"UCAR","1.51","0.02","1.3422819","3358895","6.4518867","0.7265099","42.857143"
